Date,ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,ED9,ED10,ED11,ED12,ED13,ED14,ED15,ED16,ED17,ED18,ED19,ED20,ED21,ED22,ED23,ED24,ED25,ED26,ED27,ED28,ED29,ED30,ED31,ED32,ED33,ED34,ED35,ED36,ED37,ED38,ED39,ED40
12/10/2002,12/18/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012
12/11/2002,12/18/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012
12/12/2002,12/18/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012
12/13/2002,12/18/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012
12/16/2002,12/18/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012
12/17/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/18/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/19/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/20/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/23/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/24/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/26/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/27/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/30/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
12/31/2002,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/2/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/3/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/6/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/7/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/8/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/9/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/10/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/13/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/14/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/15/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/16/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/17/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/21/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/22/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/23/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/24/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/27/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/28/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/29/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/30/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
1/31/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/3/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/4/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/5/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/6/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/7/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/10/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/11/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/12/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/13/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/14/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/18/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
2/19/2003,3/19/2003,6/18/2003,9/17/2003,12/17/2003,3/17/2004,6/16/2004,9/15/2004,12/15/2004,3/16/2005,6/15/2005,9/21/2005,12/21/2005,3/15/2006,6/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012
