Date,ED1,ED2,ED3,ED4,ED5,ED6,ED7,ED8,ED9,ED10,ED11,ED12,ED13,ED14,ED15,ED16,ED17,ED18,ED19,ED20,ED21,ED22,ED23,ED24,ED25,ED26,ED27,ED28,ED29,ED30,ED31,ED32,ED33,ED34,ED35,ED36,ED37,ED38,ED39,ED40
8/14/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/15/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/16/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/17/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/18/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/21/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/22/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/23/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/24/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/25/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/28/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/29/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/30/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
8/31/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/1/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/5/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/6/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/7/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/8/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/11/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/12/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/13/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/14/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/15/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/18/2006,9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016
9/19/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
9/20/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
9/21/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
9/22/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
9/25/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
9/26/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
9/27/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
9/28/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
9/29/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/2/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/3/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/4/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/5/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/6/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/9/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/10/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/11/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/12/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/13/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/16/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/17/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/18/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
10/19/2006,12/20/2006,3/21/2007,6/20/2007,9/19/2007,12/19/2007,3/19/2008,6/18/2008,9/17/2008,12/17/2008,3/18/2009,6/17/2009,9/16/2009,12/16/2009,3/17/2010,6/16/2010,9/15/2010,12/15/2010,3/16/2011,6/15/2011,9/21/2011,12/21/2011,3/21/2012,6/20/2012,9/19/2012,12/19/2012,3/20/2013,6/19/2013,9/18/2013,12/18/2013,3/19/2014,6/18/2014,9/17/2014,12/17/2014,3/18/2015,6/17/2015,9/16/2015,12/16/2015,3/16/2016,6/15/2016,9/21/2016
